Description,Destination,Date,Travel Transport,Hotel Stars,Nights,Feeding,Price,Info,Provider,Country,Room
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,605.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,619.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,475.0,,Novaturas,Egiptas,Standartinis kambarys
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Family Room 1 Unit tipo kambarys
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Swim-Up tipo kambarys
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Bungalow tipo kambarys
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Family Room 2 Units tipo kambarys
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,479.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,485.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,495.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Standard Beach Front tipo kambarys
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Junior Suite Garden View tipo kambarys
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Standartinis kambarys
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Standard Lagoon View tipo kambarys
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,649.0,,Novaturas,Egiptas,Standartinis kambarys
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,680.0,,Novaturas,Egiptas,Standartinis kambarys
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,685.0,,Novaturas,Egiptas,Standard Lagoon View tipo kambarys
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Standartinis kambarys
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Club Sea View tipo kambarys
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys
Labranda Royal Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys
Labranda Royal Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys
Labranda Royal Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Superior Side Sea View tipo kambarys
Labranda Royal Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Family tipo kambarys
Labranda Royal Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Family Pool View tipo kambarys
Old Palace Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Old Palace Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Superior tipo kambarys
Old Palace Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys
Old Palace Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Family Chalet tipo kambarys
Old Palace Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,655.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Serenity Fun City,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Superior tipo kambarys
Serenity Fun City,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Premium tipo kambarys
Serenity Fun City,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Deluxe Pool View tipo kambarys
Serenity Fun City,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,649.0,,Novaturas,Egiptas,Superior tipo kambarys
Serenity Fun City,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,649.0,,Novaturas,Egiptas,Superior tipo kambarys
Sunrise Aqua Joy Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Standard Garden or Pool View tipo kambarys
Sunrise Aqua Joy Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Standard Side Sea View tipo kambarys
Sunrise Aqua Joy Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Sunrise Aqua Joy Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Family Bunkbed tipo kambarys
Sunrise Aqua Joy Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Mega Family tipo kambarys
Titanic Resort & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,489.0,,Novaturas,Egiptas,Standartinis kambarys
Titanic Resort & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,595.0,,Novaturas,Egiptas,Family tipo kambarys
Titanic Resort & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,655.0,,Novaturas,Egiptas,Standartinis kambarys
Titanic Resort & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,686.0,,Novaturas,Egiptas,Standartinis kambarys
Titanic Resort & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,705.0,,Novaturas,Egiptas,Standartinis kambarys
Amarina Abu Soma Resort & Aqua Park,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,495.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Amarina Abu Soma Resort & Aqua Park,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Amarina Abu Soma Resort & Aqua Park,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys
Amarina Abu Soma Resort & Aqua Park,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Amarina Abu Soma Resort & Aqua Park,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Deluxe tipo kambarys
Arabella Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,495.0,,Novaturas,Egiptas,Standartinis kambarys
Arabella Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Arabella Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,665.0,,Novaturas,Egiptas,Standartinis kambarys
Arabella Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,686.0,,Novaturas,Egiptas,Standartinis kambarys
Arabella Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,695.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Cook's Club El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Pusryčiai,495.0,,Novaturas,Egiptas,Standartinis kambarys
Cook's Club El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Pusryčiai,509.0,,Novaturas,Egiptas,Standard Terrace tipo kambarys
Cook's Club El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Pusryčiai,529.0,,Novaturas,Egiptas,Lagoon tipo kambarys
Cook's Club El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Pusryčiai,545.0,,Novaturas,Egiptas,Lagoon Terrace tipo kambarys
Cook's Club El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Pusryčiai ir vakarienė,555.0,,Novaturas,Egiptas,Standartinis kambarys
Marriott Hurghada Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,495.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Marriott Hurghada Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,509.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys
Marriott Hurghada Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Marriott Hurghada Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys
Marriott Hurghada Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,7,Pusryčiai ir vakarienė,665.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Pickalbatros Alf Leila Wa Leila by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,495.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Pickalbatros Alf Leila Wa Leila by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Pickalbatros Alf Leila Wa Leila by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Family Room with Sliding Doors tipo kambarys
Pickalbatros Alf Leila Wa Leila by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Family 2 Bedrooms tipo kambarys
Pickalbatros Alf Leila Wa Leila by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,685.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Pickalbatros Albatros Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,495.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Pickalbatros Albatros Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Pickalbatros Albatros Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Family Pool View tipo kambarys
Pickalbatros Albatros Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,619.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Pickalbatros Albatros Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,659.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Stella Beach Resort & Spa (ex. Stella Di Mare Beach Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,495.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys
Stella Beach Resort & Spa (ex. Stella Di Mare Beach Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Stella Beach Resort & Spa (ex. Stella Di Mare Beach Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Standard Side Sea View tipo kambarys
Stella Beach Resort & Spa (ex. Stella Di Mare Beach Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Deluxe Garden View tipo kambarys
Stella Beach Resort & Spa (ex. Stella Di Mare Beach Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Deluxe Pool View tipo kambarys
Pickalbatros Aqua Blu Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Standartinis kambarys
Pickalbatros Aqua Blu Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
Pickalbatros Aqua Blu Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,549.0,,Novaturas,Egiptas,Family Garden View tipo kambarys
Pickalbatros Aqua Blu Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Family Pool View tipo kambarys
Pickalbatros Aqua Blu Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,635.0,,Novaturas,Egiptas,Standartinis kambarys
Sindbad Club Aqua Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Standartinis kambarys
Sindbad Club Aqua Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,499.0,,Novaturas,Egiptas,Deluxe tipo kambarys
Sindbad Club Aqua Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Premium tipo kambarys
Sindbad Club Aqua Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Superior tipo kambarys
Sindbad Club Aqua Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Standard Family tipo kambarys
El Karma Aqua Beach Resort (ex.Nubia Aqua Beach Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Standartinis kambarys
El Karma Aqua Beach Resort (ex.Nubia Aqua Beach Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys
El Karma Aqua Beach Resort (ex.Nubia Aqua Beach Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
El Karma Aqua Beach Resort (ex.Nubia Aqua Beach Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Family tipo kambarys
El Karma Aqua Beach Resort (ex.Nubia Aqua Beach Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,689.0,,Novaturas,Egiptas,Standartinis kambarys
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Classic Garden View tipo kambarys
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Deluxe Garden or Mountain View tipo kambarys
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Classic Pool or Lagoon View tipo kambarys
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,569.0,,Novaturas,Egiptas,Family Mountain View tipo kambarys
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,579.0,,Novaturas,Egiptas,Family Sea View tipo kambarys
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Comfort tipo kambarys
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Premium tipo kambarys
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Grand tipo kambarys
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,769.0,,Novaturas,Egiptas,Premium tipo kambarys
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,809.0,,Novaturas,Egiptas,Grand tipo kambarys
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Comfort tipo kambarys
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standard Family tipo kambarys
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,689.0,,Novaturas,Egiptas,Comfort tipo kambarys
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,700.0,,Novaturas,Egiptas,Comfort tipo kambarys
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,739.0,,Novaturas,Egiptas,Comfort tipo kambarys
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Bungalow tipo kambarys
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Bungalow Pool View tipo kambarys
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Family tipo kambarys
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,579.0,,Novaturas,Egiptas,Family Pool View tipo kambarys
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Deluxe Family Pool View tipo kambarys
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,575.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,605.0,,Novaturas,Egiptas,Deluxe Family Sea View tipo kambarys
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Mega City View tipo kambarys
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Premium Sea View tipo kambarys
Continental Hotel Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Classic Standard Garden View tipo kambarys
